Id,SalePrice
2658,141754.13499874063
2718,156441.8501738403
2414,195771.64266652986
1989,120959.12360801362
625,170804.5522379633
333,94944.06586526893
1327,108859.66137504578
858,155125.10053220205
95,180636.9220364131
1568,169412.6612391267
2482,166220.36630452983
1364,116305.29878481291
2584,157800.60460663214
818,287426.3163953256
2673,170494.76737258583
2089,136524.8489372246
1297,157586.0582391601
790,120810.63834254816
2616,211436.94235434197
720,192728.90824276954
222,153104.59836523235
557,122336.38510214537
1148,193646.30534995906
2766,167354.1081076041
534,180169.80518527888
1452,117796.16941547766
630,104983.17329313233
2648,121264.08009769954
125,157082.12891396135
1904,95726.23579191044
1670,115102.26290685311
756,85947.04843747802
717,199321.60042671114
1032,142815.66492046975
852,226469.0802624412
1731,177776.6013803985
2639,91874.27215611562
2071,100917.55494844727
1267,128641.43883476593
1851,200390.28755455837
567,174954.39296464995
2439,215436.31532841548
1898,144574.01164908893
647,186774.53326842003
2256,212102.54920215346
979,98224.84797115996
1444,206296.403421117
2485,120835.66302532144
157,133607.10272547975
88,122904.05665512197
2003,115831.90649345145
186,147931.05738446303
1425,250335.9694135487
2695,135831.8701975122
738,107149.61870724335
395,147061.7673043236
1353,149546.12726100162
1878,138324.8484043982
390,154527.3512299843
1456,220816.29619718343
1103,312459.76219510473
1387,115175.79389318079
2070,135903.81286975555
1199,164295.68969743885
2479,157413.27482073382
501,316904.51501182467
2362,106181.0410142541
1718,184565.6944225505
2188,115786.34565054439
1483,135104.2627902627
2557,91101.37634702586
437,370805.1512857359
2224,210862.722050732
1628,176332.92994377203
397,124975.40285016038
587,190285.98284266517
971,142485.44857861474
2611,139003.84204953536
1887,105472.8505144883
2399,352753.9477287512
2148,213038.8043092955
304,117630.56685367599
1997,124104.90211381204
2817,119938.32969013602
1431,217360.08076476306
427,391976.0466327332
263,119192.57392219454
598,170137.05211088993
2895,258742.7153328061
687,131239.06836157292
1822,128464.48795024678
2191,121452.4226499144
179,103937.46699291468
1009,199198.8139544297
2010,137075.81607075408
1991,130358.99595263414
1411,194084.9237674754
1721,232447.31664272211
1144,182126.91844306886
593,195147.25500691682
575,305120.93317174725
1249,180666.96811628155
1604,125591.82999643683
1064,518831.9230943322
1923,157899.60326468572
1988,84634.85261378437
2325,163380.77093300782
114,185368.97829210572
2700,178192.02910739556
217,112386.12612671591
343,164899.28920714557
386,240081.8022815399
2005,108915.51771908253
2908,160943.5430551041
1814,223624.3151209168
2446,549773.381694641
208,130729.84479026124
1679,114785.41923072934
822,347523.3243387826
6,205677.49240132794
1781,387400.4230779577
2397,283752.1849280894
2340,311089.8237889726
1618,186797.73211102374
2843,119995.6163568832
1061,355807.3175532054
2786,121836.22593421862
1935,128889.60368675925
1341,120348.62816172652
521,278994.6888172403
2136,126879.45553477854
996,182037.27785996534
227,132657.16382335871
135,182656.5744755529
1167,161062.45699268952
294,225317.8094120901
1776,207205.59527759813
540,172474.87611693516
1717,192645.21074921265
2303,136403.6185900923
116,167182.0967658423
127,136621.73614517227
1371,142918.0296026878
1014,120104.84459918365
1507,89896.06591922417
702,113575.88886854984
750,150419.2312419191
261,144380.96660659276
1559,73843.24224798195
577,216938.64248014241
2812,192666.36375845224
2080,159062.73952689022
1368,108609.65532325767
2376,134729.3687510118
659,107844.25409635901
1235,123370.06615619548
332,88753.34204377234
1917,131751.45366853103
2094,265613.5084686205
1460,263437.44328165986
1471,220967.54122707434
1509,112861.6564724166
1922,134794.42624834925
433,520682.506222086
460,302780.93941752426
1116,242482.34083443508
1137,166953.32390534505
53,159086.7685843259
2354,268609.97526694834
1475,192913.6287546791
1761,666058.8416985385
842,135613.475009311
2739,174694.9736904297
2509,143266.1132345926
1007,198639.20325264148
2610,194355.92302104086
1952,100969.0280440934
2719,155419.09344453178
2921,90809.84290903993
1966,131109.3009816967
292,88689.53749952465
1204,181278.5935808774
1829,268779.33690357767
2419,183708.45619742572
391,147577.78775516525
798,108394.90928787366
481,180144.0816391427
193,190060.0398959983
555,124584.17087526247
899,60064.11876617558
2357,173765.4409834817
328,115483.68179125339
1356,97621.76304618642
1154,104799.24305583723
1730,184382.39394801855
2249,159654.67471068725
1119,238141.21589173377
2856,129429.80373057164
1394,144252.5735097658
2587,126030.64410689287
61,373427.7899151314
2661,180354.51426887698
2711,133308.14677398466
1147,180404.09374076128
757,140920.0779795777
2623,97193.84360129014
2378,137685.2706882786
1413,144733.86347795278
1722,217375.4521949254
1112,215179.41587443464
1623,187409.373176096
1201,187758.50506292284
1513,120224.97992195189
957,103242.03492200375
1171,259787.70820299536
1145,172973.45408327505
2726,267552.3175496664
703,113198.03906802833
760,120299.34272298217
1964,139590.30002309568
2512,159649.77385028824
159,134295.58378675207
1281,154979.97853167728
468,177862.360861836
290,127857.3451652173
665,92785.20942937769
1463,259655.9422582984
1792,224277.23460477777
923,161497.92953282595
500,272500.9764530901
1408,158332.25228027068
331,95701.63198559918
170,97596.498742491
2192,107650.55530955084
2571,244457.58671546727
2314,168803.65077789687
2647,81398.13032449782
422,441364.6409413144
2457,375894.7029580865
1838,227375.736138355
2805,256973.42374076135
1645,143844.3474929519
1711,312712.48262888566
2825,274367.1525475532
322,393960.59370419197
2103,265357.27155537717
342,111109.52832314186
600,127573.55566874519
488,193039.8503167834
1725,344624.2710207831
2246,265392.0364892073
2847,156098.8489288874
806,232717.6372729726
530,243706.59583084658
963,172953.95210581645
2678,105383.09636927024
171,92935.09760413319
2401,459882.10464948416
805,218826.58354163542
2259,231392.1628532037
1748,165057.37209163047
1361,135356.82226025313
1677,110329.0276309941
1406,153607.63315113448
2322,253511.0257144794
688,152089.42393797822
143,131488.10359057412
804,198767.36479260214
1214,156441.6238528695
2828,147115.23502437212
1999,161388.28458193876
2467,206824.4068370927
2665,143275.52183728106
1538,372287.6146113351
398,117818.82366698608
2822,125617.79035160504
