Id,SalePrice
2658,206263.5265954995
2718,183726.42901140722
2414,224762.59217861606
1989,119346.21700037594
625,172430.71228463924
333,79396.02570924233
1327,79571.7599303773
858,117978.53183611704
95,174884.36932497338
1568,171326.6284520828
2482,160312.62501349853
1364,157752.9889061157
2584,160312.62501349853
818,236880.6794497568
2673,207455.4775386234
2089,144109.59420606232
1297,196090.0056577692
790,120362.43372236489
2616,171502.36267321778
720,271799.46563669224
222,129080.4023852688
557,119170.48277924096
1148,160136.89079236356
2766,147930.93641065533
534,210925.35130094647
1452,118066.39894668452
630,106631.17191174404
2648,156579.14991947298
125,169958.9432878239
1904,28783.299421794363
1670,67277.9384381016
756,80675.84376293374
717,234496.77756350895
1032,119258.34988980845
852,212117.30224407042
1731,212293.0364652054
2639,129274.24856288503
2071,78467.67609782086
1267,118066.39894668452
1851,199911.34786236222
567,147667.3350789529
2439,261907.65798714565
1898,144109.59420606232
647,130360.22043896021
2256,198719.39691923826
979,91865.58142265299
1444,212205.1693546379
2485,133007.72365691053
157,105508.97612270636
88,120274.5666117974
2003,132919.85654634304
186,259329.90992328155
1425,264273.44791691226
2695,131815.7727137866
738,132744.12232520807
395,156473.1708524243
1353,235776.59561720034
1878,132919.85654634304
390,199735.61364122725
1456,224586.8579574811
1103,239510.07071122588
1387,134023.94037889948
2070,131727.90560321911
1199,223394.90701435713
2479,185076.0022191849
501,264185.58080634475
2362,82131.39603776013
1718,160224.75790293104
2188,52354.7256843568
1483,135373.51358667717
2557,80939.4450946362
437,301330.64661487436
2224,173798.39744889815
1628,224674.7250680486
397,130360.22043896021
587,184812.40088748242
971,171081.13907686155
2611,172694.3136163417
1887,118154.26605725201
2399,304135.7720974784
2148,212293.0364652054
304,159961.15657122858
1997,130535.95466009519
2817,92129.18275435545
1431,197281.9566008931
427,276567.26940918795
263,119082.61566867348
598,160049.02368179607
2895,250875.54259208014
687,170046.8103983914
1822,130535.95466009519
2191,90849.36470066404
179,169958.9432878239
1009,239510.07071122588
2010,130535.95466009519
1991,208559.56137117985
1411,131640.03849265163
1721,251979.62642463655
1144,184900.26799804994
593,250611.94126037767
575,234654.39982816268
1249,172518.57939520673
1604,120450.30083293238
1064,343646.62783577456
1923,171414.4955626503
1988,103388.67556816096
2325,172694.3136163417
114,184724.53377691496
2700,197457.6908220281
217,120116.94434714367
343,184812.40088748242
386,264185.58080634475
2005,90849.36470066404
2908,133007.72365691053
1814,199911.34786236222
2446,380967.4278654391
208,152651.82864783125
1679,132919.85654634304
822,316253.85936861916
6,183532.582833791
1781,331352.8063434989
2397,276830.8707408904
2340,304135.7720974784
1618,171414.4955626503
2843,142847.88810885214
1061,328723.41508202977
2786,118242.1331678195
1935,130535.95466009519
1341,130448.0875495277
521,303872.17076577595
2136,132919.85654634304
996,184900.26799804994
227,145037.94381748379
135,156385.3037418568
1167,172518.57939520673
294,235600.86139606536
1776,198719.39691923826
540,212117.30224407042
1717,160224.75790293104
2303,105772.57745440882
116,157577.25468498073
127,119082.61566867348
1371,182516.36611180208
1014,188476.1208274217
1507,154019.51381209015
702,182270.87673658083
750,196002.1385472017
261,169958.9432878239
1559,79571.7599303773
577,224498.99084691363
2812,224762.59217861606
2080,171414.4955626503
1368,182516.36611180208
2376,133007.72365691053
659,116786.58089299311
1235,130448.0875495277
332,81779.92759549018
1917,145459.16741384
2094,237056.41367089178
1460,264273.44791691226
1471,184900.26799804994
1509,131640.03849265163
1922,130535.95466009519
433,355940.44932805025
460,291490.48216293275
1116,251891.75931406906
1137,172518.57939520673
53,212029.43513350294
2354,237144.28078145927
1475,212205.1693546379
1761,380879.5607548716
842,120362.43372236489
2739,133007.72365691053
2509,187617.5263700865
1007,224586.8579574811
2610,182692.10033293706
1952,106964.52839753275
2719,183726.42901140722
2921,93321.13369747938
1966,132919.85654634304
292,148613.79664685554
1204,249350.2351631675
1829,247054.2003874871
2419,237144.28078145927
391,184812.40088748242
798,172430.71228463924
481,236880.6794497568
193,234408.91045294146
555,120362.43372236489
899,30991.46708690723
2357,237144.28078145927
328,119082.61566867348
1356,157752.9889061157
1154,120450.30083293238
1730,197369.8237114606
2249,159032.80695980712
1119,276655.13651975547
2856,133007.72365691053
1394,131640.03849265163
2587,130623.82177066267
61,264097.71369577723
2661,248334.01844117852
2711,145547.03452440747
1147,184900.26799804994
757,182428.49900123457
2623,68557.75649179301
2378,172694.3136163417
1413,181324.41516867813
1722,251979.62642463655
1112,209663.6452037363
1623,184988.1351086174
1201,196090.0056577692
1513,90761.49759009655
957,236880.6794497568
1171,279196.66067065706
1145,224586.8579574811
2726,211188.95263264893
703,208541.44941469867
760,79483.89281980981
1964,130535.95466009519
2512,212380.90357577289
159,147579.46796838538
1281,197281.9566008931
468,172430.71228463924
290,146387.51702526148
665,105596.84323327384
1463,289036.8251225987
1792,224674.7250680486
923,121554.38466548882
500,224498.99084691363
1408,118066.39894668452
331,54632.648503555945
170,130114.731063739
2192,68469.88938122553
2571,278022.8216840143
2314,172694.3136163417
2647,118242.1331678195
422,341017.23657430545
2457,276830.8707408904
1838,199911.34786236222
2805,276830.8707408904
1645,160224.75790293104
1711,301506.3808360093
2825,249525.96938430247
322,340929.36946373805
2103,264361.3150274798
342,160049.02368179607
600,78291.94187668589
488,184812.40088748242
1725,291666.21638406767
2246,239597.93782179337
2847,172694.3136163417
806,276567.26940918795
530,236880.6794497568
963,172430.71228463924
2678,53634.54373804822
171,102967.45197180477
2401,341280.837906008
805,236880.6794497568
2259,181412.28227924564
1748,237056.41367089178
1361,183708.31705492598
1677,184988.1351086174
1406,160136.89079236356
2322,249525.96938430247
688,197194.08949032563
143,119082.61566867348
804,224498.99084691363
1214,172518.57939520673
2828,160312.62501349853
1999,208559.56137117985
2467,212380.90357577289
2665,234760.3788952114
1538,309032.39855578926
398,79483.89281980981
2822,121817.98599719128
2157,135461.38069724466
1856,118154.26605725201
1269,145213.67803861876
2570,120626.03505406735
2320,276830.8707408904
1517,181324.41516867813
2304,120538.16794349987
1312,118066.39894668452
2012,171414.4955626503
506,223307.03990378967
2865,206263.5265954995
2367,160312.62501349853
554,162432.9255680439
238,131464.30427151665
1954,118154.26605725201
2488,221029.11708459054
2291,95617.16847315975
1969,144109.59420606232
2725,131815.7727137866
1482,135373.51358667717
2763,212380.90357577289
503,224498.99084691363
1584,264273.44791691226
1531,187284.16988429773
2210,196177.87276833667
459,291490.48216293275
556,131552.17138208414
1347,145213.67803861876
1290,109260.56317321312
1388,122834.20271918023
1571,144021.7270954948
2754,212380.90357577289
765,132744.12232520807
2494,119434.08411094343
2870,167768.88757919223
7,251716.02509293408
1114,224586.8579574811
2418,289212.5593437336
291,141304.46872345827
18,319741.84508742334
39,316165.99225805164
1001,251891.75931406906
2442,237144.28078145927
616,121554.38466548882
2680,56176.06788894982
1414,141637.82520924695
289,131464.30427151665
40,264097.71369577723
860,132744.12232520807
409,158857.07273867214
673,117978.53183611704
2427,212380.90357577289
2036,232288.60989839607
2564,144197.46131662978
642,158699.45047401838
1008,184900.26799804994
1908,182446.6109577158
2519,227304.11632951765
1369,116874.4480035606
2855,248334.01844117852
712,116786.58089299311
1943,103231.05330350723
1958,160224.75790293104
107,214570.95928440453
2295,131727.90560321911
704,132744.12232520807
676,130360.22043896021
259,184724.53377691496
93,264097.71369577723
106,264097.71369577723
2315,185076.0022191849
1050,120450.30083293238
1095,236968.5465603243
2709,131815.7727137866
758,249262.36805259998
1496,170134.67750895888
2370,182692.10033293706
2458,276830.8707408904
2733,93321.13369747938
161,271553.97626147105
726,194810.18760407777
845,212117.30224407042
947,264185.58080634475
2232,142917.64326293836
2563,157928.72312725068
2299,95617.16847315975
211,135040.15710088843
605,169889.18813373765
1478,264273.44791691226
2247,239597.93782179337
2274,121730.1188866238
2869,144197.46131662978
967,249262.36805259998
2656,50058.69090867645
667,246720.84390169836
1042,158944.93984923963
2023,196177.87276833667
2447,328899.1493031648
2055,172606.44650577422
2275,264361.3150274798
2204,221098.87223867685
1563,239510.07071122588
483,212117.30224407042
796,120362.43372236489
1526,194898.05471464526
2042,250630.05321685885
442,303872.17076577595
1693,313888.0694388525
1468,236968.5465603243
1430,171326.6284520828
2605,183726.42901140722
1529,259505.64414441652
335,130272.35332839272
1287,130448.0875495277
31,132656.25521464058
1785,237056.41367089178
82,183532.582833791
2620,92129.18275435545
252,212029.43513350294
721,83059.7456491816
2165,172606.44650577422
2316,197457.6908220281
775,120362.43372236489
1558,54650.760460037156
17,274095.50041237264
1022,212205.1693546379
925,143933.85998492735
438,264185.58080634475
1270,145213.67803861876
1272,132831.98943577555
215,142654.04193123593
266,223219.17279322215
2402,276830.8707408904
1250,105684.71034384133
1984,103231.05330350723
1279,131640.03849265163
377,246878.46616635213
1252,147597.57992486662
2156,276743.0036303229
499,276567.26940918795
1374,145213.67803861876
2898,237144.28078145927
401,67102.20421696662
2721,158963.05180572084
2078,170222.54461952636
2589,131815.7727137866
1946,171256.87329799653
1334,167750.77562271105
2781,212380.90357577289
431,368322.13793089346
576,227040.51499781522
1474,236968.5465603243
2254,186337.7083163951
2155,304047.9049869109
885,80675.84376293374
643,170046.8103983914
1944,105772.57745440882
480,224498.99084691363
2845,78555.54320838835
2387,289212.5593437336
2407,212380.90357577289
2527,183884.05127606096
2514,187617.5263700865
629,162432.9255680439
80,222027.22185009826
1876,120538.16794349987
1546,156561.03796299177
2518,171502.36267321778
2347,159120.6740703746
783,116786.58089299311
1322,6158.334727134585
194,65822.38616327521
1770,237056.41367089178
2143,120538.16794349987
1229,235776.59561720034
511,264185.58080634475
46,212029.43513350294
1348,236968.5465603243
2465,212380.90357577289
387,264185.58080634475
873,224498.99084691363
1918,131727.90560321911
2764,276830.8707408904
2184,105772.57745440882
934,158857.07273867214
1920,131727.90560321911
2631,172694.3136163417
1768,379687.6098117477
2040,78467.67609782086
1749,237056.41367089178
834,224498.99084691363
1457,236968.5465603243
79,147579.46796838538
2302,118154.26605725201
1817,118154.26605725201
2755,224762.59217861606
359,184812.40088748242
2059,120538.16794349987
2092,237056.41367089178
2516,252067.49353520403
150,105508.97612270636
1656,145301.54514918622
83,120274.5666117974
2411,172694.3136163417
795,83059.7456491816
2312,237144.28078145927
2917,93478.75596213312
1624,212293.0364652054
2215,300314.4298928854
1211,158944.93984923963
1485,147755.20218952035
1024,172518.57939520673
570,160049.02368179607
2874,170310.41173009385
700,195844.51628254793
2756,199999.2149729297
2022,193793.97088208882
583,223307.03990378967
2392,353662.5265088511
2424,212380.90357577289
212,133848.2061577645
736,116786.58089299311
1610,146405.62898174266
890,104247.27002549618
467,197194.08949032563
578,239422.2036006584
1747,199911.34786236222
1149,160136.89079236356
2758,185076.0022191849
857,129168.26949583628
2219,297930.5280066376
733,146475.38413582894
2909,119434.08411094343
1798,276743.0036303229
235,79238.40344458856
2366,144197.46131662978
1027,144021.7270954948
1195,118066.39894668452
1303,-23372.84625104748
148,172342.84517407176
608,132744.12232520807
2515,212380.90357577289
821,276567.26940918795
2500,289212.5593437336
745,119170.48277924096
741,119170.48277924096
1611,149981.4818111144
2532,133007.72365691053
1081,212205.1693546379
1692,316429.5935897541
2520,227304.11632951765
276,157419.63242032696
1992,129344.00371697126
663,-11079.024758771775
418,198543.6626981033
1733,172606.44650577422
2359,171502.36267321778
253,212029.43513350294
1518,154019.51381209015
2035,171414.4955626503
2919,80939.4450946362
1540,232200.74278782858
2120,132919.85654634304
1674,160224.75790293104
256,169958.9432878239
2361,80939.4450946362
978,57104.41750037129
2280,135461.38069724466
2095,223482.77412492465
1709,301506.3808360093
2801,235952.3298383353
1246,106876.66128696526
2373,160312.62501349853
1055,264273.44791691226
2017,131727.90560321911
1099,289036.8251225987
1344,131640.03849265163
835,145125.81092805124
1117,212205.1693546379
2043,118154.26605725201
2085,119346.21700037594
410,184812.40088748242
