Id,SalePrice
2658,157871.14602538207
2718,153383.33622510495
2414,216638.0913126451
1989,103194.85777587222
625,159359.02309167536
333,91038.72866808198
1327,81433.56405191435
858,145198.70626569123
95,162579.5918392454
1568,168845.7522663516
2482,137215.06191157838
1364,129134.07796337313
2584,159517.81261931828
818,194592.14976609912
2673,165553.88495376095
2089,146045.1452117626
1297,149657.13904220803
790,113945.55419953028
2616,157911.53588861582
720,225716.08109716736
222,152155.3742969937
557,132022.49201138804
1148,144130.45685001326
2766,179239.06987503654
534,201899.48433575314
1452,132414.97406796514
630,128679.98164293118
2648,194396.9630478619
125,175759.5987301219
1904,40896.46661103901
1670,91524.69717568002
756,74630.7692529801
717,178570.99860872395
1032,148837.82517133094
852,208792.00313094645
1731,201492.09248810622
2639,101435.41537766444
2071,88721.86254829209
1267,137277.814725201
1851,210144.6907350528
567,150136.72375429256
2439,226702.40881098833
1898,152717.680523077
647,153608.6674342993
2256,176365.81043876227
979,89612.14631614278
1444,208958.63766497374
2485,140958.2786562494
157,121640.67723293492
88,121604.54712584754
2003,113840.01964014198
186,208049.4054810973
1425,235991.65500939888
2695,131066.52558881718
738,121053.83402532358
395,159945.64244475885
1353,192627.21541453793
1878,131373.7888917476
390,179381.23414662227
1456,215904.00458869207
1103,283525.074805356
1387,132663.7151238257
2070,139402.83208072087
1199,200082.61292147753
2479,183780.7650144712
501,298986.20891785936
2362,99721.48488793132
1718,183420.72619323622
2188,94071.34031759336
1483,126107.59631668523
2557,90576.45041785156
437,393210.8726808935
2224,201956.96846372331
1628,200375.2474614555
397,143184.0397923835
587,186238.29476849115
971,188887.1749703234
2611,164998.45497048018
1887,125559.25512518553
2399,375104.8639959792
2148,204753.08626359882
304,128371.04280151302
1997,119178.63019028123
2817,108694.397258534
1431,202387.72025368505
427,358233.8556393912
263,133166.34722441534
598,166869.22040083483
2895,232630.55887651438
687,154050.57460943662
1822,143881.1441068296
2191,102733.35127983628
179,137000.55047840468
1009,246815.89972199308
2010,128543.81378311098
1991,161296.75148494693
1411,134342.70337136794
1721,236567.73766739652
1144,185925.34987112228
593,224237.5444542059
575,317465.88796745817
1249,163002.4932207046
1604,132381.9774232221
1064,470240.73076246225
1923,166851.15096882277
1988,103149.22221141221
2325,164903.18494532205
114,186735.30357720522
2700,161396.47216122615
217,105499.61191091893
343,164507.84067636554
386,249178.50395842653
2005,106487.06410800685
2908,167295.48528736221
1814,203731.0045966002
2446,410396.2489356963
208,139977.2130339422
1679,95576.41362957835
822,326275.1469431888
6,183597.49684619106
1781,349830.77570615977
2397,355535.38260555605
2340,297073.2306352176
1618,166932.07319980243
2843,114958.34683751488
1061,387578.16197281075
2786,146598.6325908131
1935,147629.12579101033
1341,118520.27502353003
521,279544.5969050287
2136,141787.2624475683
996,166428.0852814896
227,153955.2750038145
135,165901.45951384166
1167,140217.6781325705
294,227026.81800693873
1776,215363.9422456908
540,206923.15662580996
1717,183417.34345750284
2303,133467.4861616998
116,164582.87259336576
127,136378.73431664347
1371,158143.57619700005
1014,193776.4218197429
1507,147835.78728480104
702,136412.6473563165
750,151136.48833844406
261,180198.82956508387
1559,94390.91196038373
577,242973.72688485438
2812,218200.95174997763
2080,169818.76439929125
1368,143521.92916708998
2376,123087.19351406793
659,125030.76022340279
1235,131205.18368124432
332,99484.12587287877
1917,147472.9479923806
2094,223484.5957583372
1460,235814.06138339607
1471,198925.08830696758
1509,140940.6317158052
1922,134375.68754651898
433,403366.555698083
460,328369.1458179271
1116,245254.80052771384
1137,186271.46982071892
53,187085.44667416398
2354,239450.35089783254
1475,206421.5858649338
1761,465555.73936423357
842,142327.59809796032
2739,141133.99267287867
2509,160188.18851683172
1007,206029.0986403664
2610,174180.63293718523
1952,163158.7626167078
2719,150969.75427933357
2921,98828.53707988995
1966,131822.80520988285
292,134795.18674376942
1204,214381.5586406305
1829,266481.19426464685
2419,211579.82048644088
391,173183.41904045973
798,148251.50621593196
481,211323.47385716278
193,177740.29833446475
555,128882.63597505103
899,50160.76423862131
2357,200629.57438644263
328,114357.80225786456
1356,142449.29181021953
1154,117542.73355061296
1730,191794.04443078078
2249,166082.10518663228
1119,260989.1253498462
2856,120442.12481706087
1394,139471.2976801639
2587,136984.24215666286
61,310265.0607377458
2661,187134.01976207743
2711,138610.88939713163
1147,187347.7902470114
757,157478.76629816633
2623,87317.91115793173
2378,135634.3605788154
1413,156946.88434751355
1722,249072.57912447714
1112,234798.66449332848
1623,165767.64092870388
1201,188961.07700167014
1513,107982.83845349212
957,563870.8918120367
1171,281708.5061840964
1145,201827.40349192123
2726,206893.3419691943
703,152674.6113293699
760,86044.91721028266
1964,150771.14861716845
2512,188625.24483644782
159,105354.38667295744
1281,167739.84424791666
468,177526.06595075555
290,120905.48253862865
665,98519.40620600965
1463,256263.9198178694
1792,231057.98396500008
923,164620.01216750487
500,276339.51891484554
1408,147383.51329363938
331,83422.74760051933
170,108359.43973390234
2192,86288.5445558066
2571,290053.35540416697
2314,164698.96645696953
2647,99176.7384817226
422,399640.72757805174
2457,337999.8276161686
1838,180912.8077860261
2805,255163.98983975928
1645,156435.86876851734
1711,374140.76958224224
2825,217235.17567259094
322,358599.0620665212
2103,237521.53204398102
342,152206.99262362064
600,103814.38375510936
488,170397.99787923606
1725,330698.2289686798
2246,193847.7781577059
2847,148185.311335861
806,240216.53690794256
530,239144.95460042034
963,188687.50441702758
2678,83419.37913093259
171,104315.54681899882
2401,410156.9116866916
805,220858.03173375738
2259,218093.65952068206
1748,214956.60163313607
1361,142815.2222822333
1677,116245.94624088629
1406,151081.0469753907
2322,244095.2868188289
688,168584.64769817196
143,123498.94134517564
804,209097.17479758637
1214,153383.9500624052
2828,110115.0620357198
1999,153151.85090380613
2467,220054.21464430916
2665,190217.7175383555
1538,290569.28630147676
398,98862.35767142096
2822,128059.4746358229
2157,126147.37826071054
1856,195553.99605291142
1269,142288.5725234496
2570,122022.48597681604
2320,235660.79044041064
1517,146343.851640767
2304,138767.77160308076
1312,115173.40416103377
2012,149222.06131527142
506,310586.0257536744
2865,215822.5838354159
2367,99326.85302729328
554,135546.5067156635
238,127068.18488042879
1954,129480.57514183281
2488,175550.7496698893
2291,96104.05281585641
1969,142815.15868710494
2725,144672.64013316174
1482,126107.59631668523
2763,205736.651477239
503,274440.1128005489
1584,250374.89072765555
1531,182834.40306885034
2210,160117.11344442837
459,329921.82151955157
556,128011.39990022525
1347,115320.92418123395
1290,87806.0871264615
1388,120264.44290085188
1571,431725.92416326096
2754,201416.89794570423
765,116387.48531801124
2494,130821.26724111152
2870,196188.8463935603
7,261261.87486602215
1114,231654.69500900956
2418,246161.41261991832
291,115961.780263643
18,390039.9089430845
39,375634.7334046976
1001,287588.0574183857
2442,211013.2122510986
616,118091.19446552848
2680,64184.04132438224
1414,146593.3398333913
289,120583.94091073365
40,292421.9700384612
860,139268.74609574588
409,137337.6312719988
673,124891.50785657798
2427,186857.2512087924
2036,197303.3594572583
2564,144982.99412892293
642,147841.62394015596
1008,183545.94826204117
1908,160229.1773221144
2519,180411.817165286
1369,108961.2327587542
2855,225257.2441803765
712,103077.12419945307
1943,113505.69852015105
1958,149982.91347723495
107,186963.23175164807
2295,194978.3551276363
704,108076.53735118375
676,143781.63131948438
259,191476.23462373417
93,299611.1345454445
106,248949.28881333157
2315,167730.5081371595
1050,122780.14918277864
1095,222204.9238266923
2709,135295.3800156141
758,152658.44309776096
1496,146810.72182464536
2370,122156.16326284868
2458,262313.5359877831
2733,114373.73032208993
161,243167.84320884198
726,173809.69921014275
845,205157.25358542247
947,238187.90694980096
2232,106030.16657783746
2563,146953.93757540153
2299,141432.69060088426
211,205696.47022440183
605,150468.84097978685
1478,238873.7458542443
2247,198013.0785432135
2274,193000.04939057404
2869,188668.8293322596
967,242211.72421019632
2656,75507.57538290875
667,194722.89550116775
1042,104571.72212221543
2023,175201.11415674677
2447,392839.2367100798
2055,155770.0995852798
2275,257340.82408579002
2204,218573.14904748864
1563,196452.75688703085
483,215588.66678262624
796,93944.60719261684
1526,214852.83770682837
2042,160219.4024821506
442,372808.72771946894
1693,385103.1351893572
1468,221780.4270206602
1430,180246.27535757644
2605,130147.52672267931
1529,246611.8822981604
335,173864.22143857006
1287,123767.85475477806
31,85562.00695872957
1785,296828.3962540381
82,168409.989644405
2620,130531.31259981963
252,207475.23844756768
721,80175.01304837775
2165,182321.19997965507
2316,178664.12049054063
775,118963.97244418478
1558,83709.09698912152
17,225274.31741613508
1022,201815.5272242229
925,170379.55553181464
438,289508.62368723995
1270,141740.22919129493
1272,130556.31787238937
215,122361.11239012153
266,215396.21490439042
2402,355301.9738399523
1250,114087.31994415686
1984,96099.68083538699
1279,134603.76811600866
377,225559.28079104377
1252,143378.43288155535
2156,245649.16510651796
499,309968.8709393746
1374,159775.39774100372
2898,227291.2193573429
401,101380.54480118581
2721,163187.6203352009
2078,192337.99797016336
2589,146673.92550625093
1946,191585.46310992923
1334,152670.61502060195
2781,213158.3736762893
431,409400.2753416536
576,194433.8031971327
1474,221273.01666065218
2254,170091.05851305835
