Id,SalePrice
2658,132166.44127857313
2718,155749.78942736238
2414,195460.4284128733
1989,124450.81414630264
625,169329.8469200842
333,93561.00592845492
1327,108471.33212057315
858,154186.95147332735
95,180500.76892914064
1568,170014.81575913727
2482,168654.28963344358
1364,119495.77270566672
2584,157018.1592342332
818,283527.0640856605
2673,170286.20919981785
2089,133083.1769877188
1297,160424.57362549566
790,120955.96025344357
2616,211819.36534274742
720,194562.4197629001
222,153154.82760222815
557,122785.08447745442
1148,192844.29996896163
2766,178360.44075591303
534,179415.24432259053
1452,116221.82532053441
630,105776.99725889228
2648,131696.83157208748
125,157142.65506138653
1904,96771.69169194251
1670,113757.01780254953
756,83803.24630726874
717,200293.71389788948
1032,143025.37992669642
852,226472.55472442135
1731,176961.7035102509
2639,91646.8989329189
2071,104696.69191420451
1267,131102.54711451754
1851,199292.70539128408
567,174530.4926679507
2439,214189.81449974887
1898,146406.09562022984
647,187619.0761029534
2256,211579.51396748424
979,100451.54865670577
1444,206300.90195969492
2485,123392.97163210809
157,133930.22378579527
88,123539.5530346036
2003,115312.93597169593
186,142397.69847323745
1425,250522.8018289432
2695,137792.38098431565
738,106786.19084565714
395,146366.10907524824
1353,149721.89192956313
1878,138961.1106221266
390,155358.3912584912
1456,220355.4150520321
1103,312057.6771449391
1387,117452.72367700934
2070,135086.20498342812
1199,163257.94053636864
2479,157091.79397299327
501,318284.3040228132
2362,106347.90666230023
1718,185205.2777881641
2188,118442.34920318052
1483,135933.8423583433
2557,90341.80598390289
437,369360.40791305155
2224,211858.11918053776
1628,179344.76039305702
397,123208.9256720487
587,190447.84797344916
971,140832.46134465933
2611,138483.28105636314
1887,103110.80727299675
2399,353322.0782320928
2148,213745.2832987327
304,115419.30121000111
1997,120283.6180790849
2817,121526.89214976318
1431,221451.88058215752
427,393484.51037919894
263,119403.45232552476
598,170999.94992190972
2895,266271.31206750125
687,130294.67382183298
1822,128082.06973208487
2191,124630.00647550635
179,101757.7589589525
1009,199810.07010824606
2010,137771.30515668914
1991,125175.5640844237
1411,193533.73822401837
1721,232141.88664646447
